Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Business Profile,Is Featured?,District,Event Categories,Cost of Event,Event Date (Shown on Listing) REQUIRED,Time of the Event,Neighborhood (text),Event Details,RSVP/Event Link,Venue Name,Event Address,Age Range,Event email contact,Event Phone,Event Listing Img,Likes,CMS ID
Christmas Crafts & Free Santa Photos,christmas-crafts-free-santa-photos,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8325244b827c6283cd23f,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:26 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,holiday-event; community-event,Free,Sat Dec 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11:00am-12:30pm,,,https://www.facebook.com/events/608500824634459/?acontext=%7B%22event_action_history%22%3A[]%7D,Canyon Trails Towne Center,"S. Cotton Ln. and, W Yuma Rd, Goodyear, AZ 85338",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8325244b827c6283cd225_655bd0b28b5823101ec4f084_397452283_300978582886218_2234511207463149868_n.jpeg,,65f8325244b827c6283cd23f
Children's Gratitude Yoga Series by Alexandra at ABSolute Body & Soul,childrens-gratitude-yoga-series-by-alexandra-at-absolute-body-soul-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83252a206a75fd264f257,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:28 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$25/Class $85/Series,Sat Nov 18 2023 00:00:00 GMT+0000 (Coordinated Universal Time),2:00pm-4:00pm,,,https://leoandlucaaz.com/book/,Leo & Luca,"6102 N 16th St Suite 13, Phoenix, AZ 85016",Ages 2-5,info@leoandlucaaz.com,(602) 935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83252f59acafd7e9f9f38_654c38d3a41fd317dfe5c4bb_Screenshot%25202023-11-08%2520at%25206.41.31%2520PM.png,,65f83252a206a75fd264f257
Children's Gratitude Yoga Series by Alexandra at ABSolute Body & Soul,childrens-gratitude-yoga-series-by-alexandra-at-absolute-body-soul,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83252f59acafd7e9f9f6e,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:25 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$25/Class $85/Series,Sat Nov 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),2:00pm-4:00pm,,,https://leoandlucaaz.com/book/,Leo & Luca,"6102 N 16th St Suite 13, Phoenix, AZ 85016",Ages 2-5,info@leoandlucaaz.com,(602) 935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83252f59acafd7e9f9f38_654c38d3a41fd317dfe5c4bb_Screenshot%25202023-11-08%2520at%25206.41.31%2520PM.png,,65f83252f59acafd7e9f9f6e
Chandler Museum Play Day - Puzzles,chandler-museum-play-day---puzzles,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8325251eeb4bf42f6ad94,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:25 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,FREE,Sun Jan 14 2024 00:00:00 GMT+0000 (Coordinated Universal Time),2:00pm-4:00pm,,,https://www.eventbrite.com/e/play-day-puzzles-tickets-764822573907,Chandler Museum,"300 South Chandler Village Drive Chandler, AZ 85226",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8325251eeb4bf42f6ad88_659e1b55f41ab05a3a8cfab6_playday.jpeg,,65f8325251eeb4bf42f6ad94
Chalk the Walk Civic Center Library,chalk-the-walk-civic-center-library,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83252cb837c231030b43d,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:24 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; special-event; play-date,Free,Wed Dec 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time),4:00pm-4:45pm,,,,Civic Center Library Sky Room,"3839 N. Drinkwater Blvd. Scottsdale , AZ 85251",6 and up,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324a1b7defb4d0b09890_6528d2a52f12b6a1dfe36fb9_civic-center-library-01.jpeg,,65f83252cb837c231030b43d
Canal Convergence: Power of Play,canal-convergence-power-of-play,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83252ebebf206126f3687,Mon Mar 18 2024 12:23:46 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:24 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,true,phoenix,community-event; performance; special-event,Free,Fri Nov 03 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm-10:00pm,,,https://canalconvergence.com/canal-convergence-2023/,Scottsdale Waterfront,"7025 E. Via Soleri Drive, Scottsdale, AZ 85251",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83252ebebf206126f3670_6541dc4486dd413e279bbb01_Screenshot%25202023-10-31%2520at%252010.04.00%2520PM.png,,65f83252ebebf206126f3687
Cactus Clubhouse,cactus-clubhouse-4-3561c,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83252591072c4b4dcd981,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:23 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date,Included with Admission,Fri Oct 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-3:30pm,,,https://certified.natureexplore.org/desert-botanical-garden-cactus-clubhouse/,Desert Botanical Garden,"1201 N. Galvin Parkway Phoenix, AZ 86008",12 and under,contact@dbg.org,480-941-1225,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638b2fada763e5d2c3c2_651f48b8552e13c5628d9587_CC_3.jpeg,0,65f83252591072c4b4dcd981
Camp Fair AZ,camp-fair-az,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83251f8742efcb815188d,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:24 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,FREE,Sat Feb 24 2024 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-1:00pm,,,https://www.raisingarizonakids.com/camp-fair/,Phoenix Zoo Parking Lot D (Lower Level),"455 N Galvin Pkwy, Phoenix, AZ 85008",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83251f8742efcb8151880_65d6859735629dd6b9598eb8_Screenshot%25202024-02-21%2520at%25204.20.47%25E2%2580%25AFPM.png,,65f83251f8742efcb815188d
Cactus Clubhouse,cactus-clubhouse-2-ef2d2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832514e26082bfd231edb,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:23 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date,Included with Admission,Fri Oct 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-3:30pm,,,https://certified.natureexplore.org/desert-botanical-garden-cactus-clubhouse/,Desert Botanical Garden,"1201 N. Galvin Parkway Phoenix, AZ 86008",12 and under,contact@dbg.org,480-941-1225,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638b2fada763e5d2c3c2_651f48b8552e13c5628d9587_CC_3.jpeg,,65f832514e26082bfd231edb
Cactus Clubhouse,cactus-clubhouse-3-1affa,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83251c20c53e6542ff531,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:23 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date,Included with Admission,Fri Oct 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-3:30pm,,,https://certified.natureexplore.org/desert-botanical-garden-cactus-clubhouse/,Desert Botanical Garden,"1201 N. Galvin Parkway Phoenix, AZ 86008",12 and under,contact@dbg.org,480-941-1225,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638b2fada763e5d2c3c2_651f48b8552e13c5628d9587_CC_3.jpeg,1,65f83251c20c53e6542ff531
Cactus Clubhouse,cactus-clubhouse-a8c85,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83251da0ebbf1220725a7,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:24 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date,Included with Admission,Fri Oct 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-3:30pm,,,https://certified.natureexplore.org/desert-botanical-garden-cactus-clubhouse/,Desert Botanical Garden,"1201 N. Galvin Parkway Phoenix, AZ 86008",12 and under,contact@dbg.org,480-941-1225,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638b2fada763e5d2c3c2_651f48b8552e13c5628d9587_CC_3.jpeg,,65f83251da0ebbf1220725a7
Breakfast with the Snow Sisters & Santa,breakfast-with-the-snow-sisters-santa-2-00063,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83251f6bba3c3592d6327,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:22 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,special-event,$42.95,Sat Dec 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am-11:15am,,,https://ticketbud.com/events/c0afc8c2-55a5-11ee-bc91-42010a717028,The Pink Teapot,"1170 N Gilbert Road, 119, Gilbert, AZ 85234",3,hello@thepinkteapotaz.com,480-450-6420,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638af9ed005fb36ba444_651f8d127dda2fdce33a40d7_IMG_1894.jpeg,1,65f83251f6bba3c3592d6327
Brick Fest Live,brick-fest-live-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832514ad146008a6a44ce,Mon Mar 18 2024 12:23:45 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:22 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,$19.99 - $39.99,Sat Mar 02 2024 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-5:00pm,,,https://www.brickfestlive.com/bfl-home55472561,Bell Bank Park,"6321 S Ellsworth Rd, Mesa, AZ 85212",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83250c53ae7375be518ab_65df9d778861aeba19095873_f271fba1d93bd1a51e9dec03ac2a2ddf-BFL-MES-24%2520UpViral%2520Share%2520Page.png,,65f832514ad146008a6a44ce
Bricks & Minifigs Grand Opening!,bricks-minifigs-grand-opening,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83250cf9e575fa04ef12c,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:22 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,FREE,Sat Feb 03 2024 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-6:00pm,,,https://bricksandminifigs.com/mesaredmtn-az/,Bricks & Minifigs,"1829 N Power Road Suite 107 Mesa, AZ 85205",All Ages,,(480) 565-6166,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83250cf9e575fa04ef11f_65babaaf18e87305caedf908_Screenshot%25202024-01-31%2520at%25202.24.46%25E2%2580%25AFPM.png,,65f83250cf9e575fa04ef12c
Brick Fest Live,brick-fest-live-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83250c53ae7375be518dc,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:21 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,$19.99 - $39.99,Sun Mar 03 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am - 4:00pm,,,https://www.brickfestlive.com/bfl-home55472561,Bell Bank Park,"6321 S Ellsworth Rd, Mesa, AZ 85212",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83250c53ae7375be518ab_65df9d778861aeba19095873_f271fba1d93bd1a51e9dec03ac2a2ddf-BFL-MES-24%2520UpViral%2520Share%2520Page.png,,65f83250c53ae7375be518dc
Breakfast with the Snow Sisters & Santa,breakfast-with-the-snow-sisters-santa-3-cf062,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83250da0ebbf12207252f,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:21 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,special-event,$42.95,Sat Dec 16 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am-11:15am,,,https://ticketbud.com/events/c0afc8c2-55a5-11ee-bc91-42010a717028,The Pink Teapot,"1170 N Gilbert Road, 119, Gilbert, AZ 85234",3,hello@thepinkteapotaz.com,480-450-6420,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638af9ed005fb36ba444_651f8d127dda2fdce33a40d7_IMG_1894.jpeg,,65f83250da0ebbf12207252f
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-6,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83250c20c53e6542ff43f,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:20 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Nov 28 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f83250c20c53e6542ff43f
Breakfast with the Snow Sisters & Santa,breakfast-with-the-snow-sisters-santa-f05a3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832501a6b53119a66c2aa,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:21 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,special-event,$42.95,Sat Dec 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am-11:15am,,,https://ticketbud.com/events/c0afc8c2-55a5-11ee-bc91-42010a717028,The Pink Teapot,"1170 N Gilbert Road, 119, Gilbert, AZ 85234",3,hello@thepinkteapotaz.com,480-450-6420,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f6638af9ed005fb36ba444_651f8d127dda2fdce33a40d7_IMG_1894.jpeg,,65f832501a6b53119a66c2aa
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-6-copy,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83250630d51a46a997607,Mon Mar 18 2024 12:23:44 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:20 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Dec 05 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f83250630d51a46a997607
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-7,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324fb7788368e29a7ad6,Mon Mar 18 2024 12:23:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:20 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Dec 12 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324fb7788368e29a7ad6
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-5,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324f251f12e0efd4df89,Mon Mar 18 2024 12:23:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:20 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Nov 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324f251f12e0efd4df89
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-4,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324fa1dd6f7be4d4045c,Mon Mar 18 2024 12:23:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Nov 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324fa1dd6f7be4d4045c
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324f81129a65c97c5164,Mon Mar 18 2024 12:23:43 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Nov 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324f81129a65c97c5164
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e85e90c993a2e51eb,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Oct 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e85e90c993a2e51eb
Books 2 Boogie Mustang Library,books-2-boogie-5,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e5925702139c90550,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Oct 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e5925702139c90550
Books 2 Boogie Mustang Library,books-2-boogie-mustang-library,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e630d51a46a997551,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Tue Oct 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e630d51a46a997551
Books 2 Boogie Civic Center Library,books-2-boogie-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e305e25ae7e4f1337,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Thu Oct 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Scottsdale Civic Center Library,"3839 N. Drinkwater Blvd., Scottsdale, AZ 85251",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e305e25ae7e4f1337
Books 2 Boogie Civic Center Library,books-2-boogie-4,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e687522161437d697,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Thu Nov 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Scottsdale Civic Center Library,"3839 N. Drinkwater Blvd., Scottsdale, AZ 85251",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e687522161437d697
Books 2 Boogie Civic Center Library,books-2-boogie-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8324e4a91bc68afa303de,Mon Mar 18 2024 12:23:42 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:50:19 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Thu Nov 02 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:00am,,,,Scottsdale Civic Center Library,"3839 N. Drinkwater Blvd., Scottsdale, AZ 85251",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ea01586303cdab58f_6528b7b119697169589ac2a5_2_Book2Boogie_380x320.jpeg,,65f8324e4a91bc68afa303de
